exercise_name;Primary Muscle;library_id;exercise_video_link;exercise_description
Runner's Stretch;Stretch;758;https://www.youtube.com/watch?v=yjB23ki0HHE&pp=ygUQUnVubmVyJ3MgU3RyZXRjaA%3D%3D;Stretch hip flexors by lunging forward.
Russian Twist;Core, Obliques;759;https://www.youtube.com/watch?v=wkD8rjkodUI&pp=ygUNUnVzc2lhbiBUd2lzdA%3D%3D;Twist torso side to side, engage obliques.
Russian Twist (Weighted);Core, Obliques;760;https://www.youtube.com/watch?v=TfTUk2AjV7g&pp=ygUYUnVzc2lhbiBUd2lzdCAoV2VpZ2h0ZWQp;Twist torso side to side holding weight.
Salute Plank;Core, Shoulders;761;https://www.youtube.com/watch?v=_4ev5sIEvfA&pp=ygUMU2FsdXRlIFBsYW5r;Plank with hand-to-shoulder salute motion.
SB Crunches;Core;762;https://www.youtube.com/watch?v=RFscllOmYvA&pp=ygULU0IgQ3J1bmNoZXM%3D;Crunches on stability ball, engage abs.
Scap Pull-Ups;Back, Shoulders;763;https://www.youtube.com/watch?v=kCoCVLZvI8E&pp=ygUNU2NhcCBQdWxsLVVwcw%3D%3D;Engage scapula muscles while hanging.
Scapular Push Up;Shoulders;764;https://www.youtube.com/watch?v=5YHZnEsE9hA&pp=ygUQU2NhcHVsYXIgUHVzaCBVcA%3D%3D;Push-up with scapular movement, engage back.
Scapular Pushup on Elbows;Shoulders;765;https://www.youtube.com/watch?v=Jmyx_fRYDt4&pp=ygUZU2NhcHVsYXIgUHVzaHVwIG9uIEVsYm93cw%3D%3D;Push up with scapular movement on elbows.
Scapular Wall-Slide;Shoulders;766;https://www.youtube.com/watch?v=c1rn3sjgbfY&pp=ygUTU2NhcHVsYXIgV2FsbC1TbGlkZQ%3D%3D;Engage scapula muscles with wall slides.
Scullcrusher;Triceps;767;https://www.youtube.com/watch?v=d_KZxkY_0cM&pp=ygUMU2N1bGxjcnVzaGVy%27;Lying triceps extension with barbell.
Seal Jacks;Cardio;768;https://www.youtube.com/watch?v=fxrmaUVAajo&pp=ygUKU2VhbCBKYWNrcw%3D%3D;Jumping jacks with clapping hands in front.
Seated Alternating Dumbbell Press;Shoulders;769;https://www.youtube.com/watch?v=Z4fmeY-GQ8o&pp=ygUhU2VhdGVkIEFsdGVybmF0aW5nIER1bWJiZWxsIFByZXNz;Press dumbbells alternately while seated.
Seated Ankle Dorsiflexsion;Mobility;770;https://www.youtube.com/watch?v=nP2Jab5DAds&pp=ygUaU2VhdGVkIEFua2xlIERvcnNpZmxleHNpb24%3D;Stretch ankle by flexing toes toward shin.
Seated Cable Chest Press;Chest;771;https://www.youtube.com/watch?v=tAILewhtCb0&pp=ygUYU2VhdGVkIENhYmxlIENoZXN0IFByZXNz;Press cables forward while seated.
Seated Cable Row;Back;772;https://www.youtube.com/watch?v=sP_4vybjVJs&pp=ygUQU2VhdGVkIENhYmxlIFJvdw%3D%3D;Row cables while seated, engage back.
Seated Calf Press;Calves;773;https://www.youtube.com/watch?v=W-NU8NUS8lI&pp=ygURU2VhdGVkIENhbGYgUHJlc3M%3D;Press weight with calf muscles while seated.
Seated Chest Press;Chest;774;https://www.youtube.com/watch?v=xUm0BiZCWlQ&pp=ygUSU2VhdGVkIENoZXN0IFByZXNz;Press weights forward while seated.
Seated DB Overhead Press;Shoulders;775;https://www.youtube.com/watch?v=HzIiNhHhhtA&pp=ygUYU2VhdGVkIERCIE92ZXJoZWFkIFByZXNz;Press dumbbells overhead while seated.
Seated Dumbbell Curl;Biceps;776;https://www.youtube.com/watch?v=BsULGO70tcU&pp=ygUUU2VhdGVkIER1bWJiZWxsIEN1cmw%3D;Curl dumbbells, engage biceps.
Seated Dumbbell Hammer Curl;Biceps;777;https://www.youtube.com/watch?v=WdssQ4YuUSA&pp=ygUbU2VhdGVkIER1bWJiZWxsIEhhbW1lciBDdXJs;Curl dumbbells with hammer grip.
Seated Dumbbell Lateral Raise;Shoulders;778;https://www.youtube.com/watch?v=TiG5Un0pLdA&pp=ygUdU2VhdGVkIER1bWJiZWxsIExhdGVyYWwgUmFpc2U%3D;Raise dumbbells laterally while seated.
Seated Dumbbell Overhead Press;Shoulders;779;https://www.youtube.com/watch?v=qEwKCR5JCog&pp=ygUeU2VhdGVkIER1bWJiZWxsIE92ZXJoZWFkIFByZXNz;Press dumbbells overhead while seated.
Seated Dumbbell Shoulder Press;Shoulders;780;https://www.youtube.com/watch?v=qEwKCR5JCog&pp=ygUeU2VhdGVkIER1bWJiZWxsIE92ZXJoZWFkIFByZXNz;Press dumbbells overhead while seated.
Seated Face Pull;Shoulders, Upper Back;781;https://www.youtube.com/watch?v=EnTtxL6o9WI&pp=ygUQU2VhdGVkIEZhY2UgUHVsbA%3D%3D;Pull cables to face level while seated.
Seated Hamstring Curl;Hamstrings;782;https://www.youtube.com/watch?v=Orxowest56U&pp=ygUVU2VhdGVkIEhhbXN0cmluZyBDdXJs;Curl legs back, engage hamstrings.
Seated Lateral Raise;Shoulders;783;https://www.youtube.com/watch?v=3zohLHTjFH0&pp=ygUUU2VhdGVkIExhdGVyYWwgUmFpc2U%3D;Raise arms laterally while seated.
Seated Leg Extension;Quadriceps;784;https://www.youtube.com/watch?v=4ZDm5EbiFI8&pp=ygUUU2VhdGVkIExlZyBFeHRlbnNpb24%3D;Extend legs while seated, engage quads.
Seated Overhead Press;Shoulders;785;https://www.youtube.com/watch?v=oBGeXxnigsQ&pp=ygUVU2VhdGVkIE92ZXJoZWFkIFByZXNz;Press weight overhead while seated.
Seated Overhead Tricep Extension;Triceps;786;https://www.youtube.com/watch?v=YbX7Wd8jQ-Q&pp=ygUgU2VhdGVkIE92ZXJoZWFkIFRyaWNlcCBFeHRlbnNpb24%3D;Extend arms overhead with weight, engage triceps.
Seated Plate Loaded Row;Back;787;https://www.youtube.com/watch?v=2E6psSHltl4&pp=ygUXU2VhdGVkIFBsYXRlIExvYWRlZCBSb3c%3D;Row plate-loaded machine while seated.
Seated Reverse Fly;Shoulders, Upper Back;788;https://www.youtube.com/watch?v=cL1HxbOBkTs&pp=ygUSU2VhdGVkIFJldmVyc2UgRmx5;Perform reverse fly motion while seated.
Seated Row;Back;789;https://www.youtube.com/watch?v=GZbfZ033f74&pp=ygUKU2VhdGVkIFJvdw%3D%3D;Row machine while seated, engage back.
Seated Row Machine;Back;790;https://www.youtube.com/watch?v=oS_QPtHvgLw&pp=ygUSU2VhdGVkIFJvdyBNYWNoaW5l;Engage back and arms, use seated row machine.
Seated Single Arm Lat Pulldown;Back;791;https://www.youtube.com/watch?v=0BT533ueEdI&pp=ygUeU2VhdGVkIFNpbmdsZSBBcm0gTGF0IFB1bGxkb3du;Lat pulldown with one arm, engage back.
Seated Single Arm Shoulder Press;Shoulders;792;https://www.youtube.com/watch?v=_KZcLQlkTyU&pp=ygUgU2VhdGVkIFNpbmdsZSBBcm0gU2hvdWxkZXIgUHJlc3M%3D;Press dumbbell overhead while seated.
Seated Single Leg Hamstring Curl;Hamstrings;793;https://www.youtube.com/watch?v=O12vEgtY9pE&pp=ygUgU2VhdGVkIFNpbmdsZSBMZWcgSGFtc3RyaW5nIEN1cmw%3D;Curl one leg back while seated, engage hamstrings.
Seated Single Leg Leg Press;Legs;794;https://www.youtube.com/watch?v=yxy8RzT3_fE&pp=ygUbU2VhdGVkIFNpbmdsZSBMZWcgTGVnIFByZXNz;Leg press machine using one leg at a time.
Seated Single-arm DB Overhead Press;Shoulders;795;https://www.youtube.com/watch?v=9DB2kibw0os;Press dumbbell overhead while seated.
Seated to Squat Jump;Legs, Cardio;796;https://www.youtube.com/watch?v=jwY9A4HCl_Q&pp=ygUUU2VhdGVkIHRvIFNxdWF0IEp1bXA%3D;Transition from seated to squatting position.
Serratus Anterior Punch;Core, Shoulders;797;https://www.youtube.com/watch?v=1Lg1TbWZUeY&pp=ygUXU2VycmF0dXMgQW50ZXJpb3IgUHVuY2g%3D;Engage serratus anterior muscle with punching motion.
Shoulder Flossing;Mobility, Shoulders;798;https://www.youtube.com/watch?v=ICz5ePml9zk&pp=ygURU2hvdWxkZXIgRmxvc3Npbmc%3D;Improve shoulder mobility with band.
Shoulder Jacks;Shoulders;799;https://www.youtube.com/watch?v=-CpadtmFgNw&pp=ygUOU2hvdWxkZXIgSmFja3M%3D;Jack arms overhead, engage shoulders.
Shoulder Mobility and Chest Opener;Mobility, Stretch;800;https://www.youtube.com/watch?v=SfxyICleU4I&pp=ygUiU2hvdWxkZXIgTW9iaWxpdHkgYW5kIENoZXN0IE9wZW5lcg%3D%3D;Mobilize shoulders and open chest.
Shoulder Press Machine;Shoulders;801;https://www.youtube.com/shorts/CkvTfKB-gfs;Press machine overhead, engage shoulders.
Shoulder Shrugs;Shoulders, Upper Back;802;https://www.youtube.com/watch?v=JEnhFC1AtHw&pp=ygUPU2hvdWxkZXIgU2hydWdz;Shrug shoulders upward, engage traps.
Side Lunge;Legs;803;https://www.youtube.com/watch?v=rvqLVxYqEvo&pp=ygUKU2lkZSBMdW5nZQ%3D%3D;Lunge sideways, engage legs.
Side Plank;Core, Obliques;804;https://www.youtube.com/watch?v=kiVFaQAyZAE&pp=ygUKU2lkZSBQbGFuaw%3D%3D;Hold plank on one side, engage core.
Side Plank Crunch;Core, Obliques;805;https://www.youtube.com/watch?v=CMJA332bfs0&pp=ygURU2lkZSBQbGFuayBDcnVuY2g%3D;Crunch in side plank position, engage obliques.
Side Plank Dips;Core, Shoulders;806;https://www.youtube.com/watch?v=ibyUMvywMTc&pp=ygUPU2lkZSBQbGFuayBEaXBz;Dip hips in side plank position, engage obliques.
Side Plank Leg Lift;Core, Hip Abductors;807;https://www.youtube.com/watch?v=edTXNT-etYc&pp=ygUTU2lkZSBQbGFuayBMZWcgTGlmdA%3D%3D;Lift top leg in side plank position.
Side Plank Leg Lift (modified);Core, Hip Abductors;808;https://www.youtube.com/watch?v=fdODAWKfEuk&pp=ygUeU2lkZSBQbGFuayBMZWcgTGlmdCAobW9kaWZpZWQp;Lift top leg slightly in side plank position.
Side Plank Reach Through;Core, Obliques;809;https://www.youtube.com/watch?v=-ruAdV34H54&pp=ygUYU2lkZSBQbGFuayBSZWFjaCBUaHJvdWdo;Reach under body in side plank position.
Side Plank Reach Through (modified);Core, Obliques;810;https://www.youtube.com/watch?v=-ruAdV34H54&pp=ygUjU2lkZSBQbGFuayBSZWFjaCBUaHJvdWdoIChtb2RpZmllZCk%3D;Reach under body slightly in side plank position.
Side Plank Rows;Core, Back;811;https://www.youtube.com/watch?v=_K9ZvNNgWyY&pp=ygUPc2lkZSBwbGFuayByb3dz;Perform rowing motion in side plank position.
Side Plank to Knee Drive;Core, Hip Flexors;812;https://www.youtube.com/watch?v=CPR2HCm2cRo&pp=ygUYU2lkZSBQbGFuayB0byBLbmVlIERyaXZl;Drive knee toward chest in side plank.
Side Plank Wall-Slide;Core, Shoulders;813;https://www.youtube.com/watch?v=vH-58pbvjHQ&pp=ygUVU2lkZSBQbGFuayBXYWxsLVNsaWRl;Perform wall-slide in side plank position.
Single Leg Lifts;Core, Hip Flexors;814;https://www.youtube.com/watch?v=V7qZEEenaaU&pp=ygUXU2luZ2xlIEFybSBBcm5vbGQgUHJlc3M%3D;Lift one leg while lying on back.
Single Arm Arnold Press;Shoulders;815;https://www.youtube.com/watch?v=pYcpY20QaE8&pp=ygUYU2luZ2xlIEFybSBCZW50IE92ZXIgUm93;Press dumbbell overhead with one arm.
Single Arm Bent Over Row;Back;816;https://www.youtube.com/watch?v=8rl4ioij6lc&pp=ygUhU2luZ2xlIEFybSBDYWJsZSBUcmljZXAgRXh0ZW5zaW9u;Row dumbbell with one arm, engage back.
Single Arm Cable Tricep Extension;Triceps;817;https://www.youtube.com/watch?v=uLSwoSPhmqI&pp=ygUQU2luZ2xlIEFybSBDbGVhbg%3D%3D;Extend arm down with cable, engage triceps.
Single Arm Clean;Full Body;818;https://www.youtube.com/watch?v=D9e8ZBlFPBw&pp=ygUjU2luZ2xlIEFybSBDb3N0YWwgQ2FibGUgQ2hlc3QgUHJlc3M%3D;Lift weight from floor to shoulder, engage core.
Single Arm Costal Cable Chest Press;Chest, Shoulders;819;https://www.youtube.com/watch?v=jb_NPNFWqhE&pp=ygUXU2luZ2xlIEFybSBEQiBQbGFuayBSb3c%3D;Press cable with one arm, engage chest.
Single Arm DB Plank Row;Back, Core;820;https://www.youtube.com/watch?v=ro1FDXOJT4I&pp=ygUTU2luZ2xlIEFybSBEQiBQcmVzcw%3D%3D;Row dumbbell in plank position, engage back.
Single Arm DB Press;Shoulders;821;https://www.youtube.com/watch?v=xl1YiqQY2vA&pp=ygURU2luZ2xlIEFybSBEQiBSb3c%3D;Press dumbbell overhead with one arm.
Single Arm DB Row;Back;822;https://www.youtube.com/watch?v=Ib-8BOyAgTQ&pp=ygUbU2luZ2xlIEFybSBEdW1iYmVsbCBaIFByZXNz;Row dumbbell with one arm, engage back.
Single Arm Dumbbell Z Press;Shoulders;823;https://www.youtube.com/watch?v=uLSwoSPhmqI&pp=ygUVU2luZ2xlIEFybSBIYW5nIENsZWFu;Press dumbbell overhead with one arm.
Single Arm Hang Clean;Full Body;824;https://www.youtube.com/watch?v=SnZ75pFB7Wo&pp=ygUnU2luZ2xlIEFybSBJbmNsaW5lIER1bWJiZWxsIEJlbmNoIFByZXNz;Lift weight from floor to shoulder, engage core.
Single Arm Incline Dumbbell Bench Press;Chest;825;https://www.youtube.com/watch?v=ygiRarZWXHw&pp=ygUVU2luZ2xlIEFybSBLQiBaIFByZXNz;Press dumbbell on incline bench, engage chest.
Single Arm KB Z Press;Shoulders;826;https://www.youtube.com/watch?v=ygiRarZWXHw&pp=ygUdU2luZ2xlIEFybSBLZXR0bGViZWxsIFogUHJlc3M%3D;Press kettlebell overhead with one arm.
Single Arm Kettlebell Z Press;Shoulders;827;https://www.youtube.com/watch?v=0BT533ueEdI&pp=ygUXU2luZ2xlIEFybSBMYXQgUHVsbGRvd24%3D;Press kettlebell overhead with one arm.
Single Arm Lat Pulldown;Back;828;https://www.youtube.com/watch?v=J-6uEOkYAKM&pp=ygUYU2luZ2xlIEFybSBMYXRlcmFsIFJhaXNl;Pull-down cable with one arm, engage back.
Single Arm Lateral Raise;Shoulders;829;https://www.youtube.com/watch?v=t1XQ7V7gEm4&pp=ygUeU2luZ2xlIEFybSBPYmxpcXVlIENhYmxlIFR3aXN0;Raise dumbbell laterally with one arm.
Single Arm Oblique Cable Twist;Core, Obliques;830;https://www.youtube.com/watch?v=al0fcJzlSrc&pp=ygUZU2luZ2xlIEFybSBPdmVyaGVhZCBTcXVhdA%3D%3D;Twist torso with cable in one hand, engage obliques.
Single Arm Overhead Squat;Full Body;831;https://www.youtube.com/watch?v=XCErz4Rwwm0&pp=ygUVU2luZ2xlIEFybSBQdXNoIFByZXNz;Squat with dumbbell overhead in one hand.
Single Arm Push Press;Shoulders, Triceps;832;https://www.youtube.com/watch?v=-t7fuZ0KhDA&pp=ygUfU2luZ2xlIEFybSBSYWlzZSB0byBGcm9udCBSYWlzZQ%3D%3D;Press dumbbell overhead with one arm.
Single Arm Raise to Front Raise;Shoulders;833;https://www.youtube.com/watch?v=UJP3IcIbRe4&pp=ygUeU2luZ2xlIEFybSBSZWFyIERlbHQgQ2FibGUgRmx5;Raise dumbbell from side to front with one arm.
Single Arm Rear Delt Cable Fly;Shoulders;834;https://www.youtube.com/watch?v=qz1OLup4W_M&pp=ygUaU2luZ2xlIEFybSBSZWFyIERlbHQgUmFpc2U%3D;Perform rear delt fly with cable in one hand.
Single Arm Rear Delt Raise;Shoulders;835;https://www.youtube.com/watch?v=dFzUjzfih7k&pp=ygUOU2luZ2xlIEFybSBSb3c%3D;Raise dumbbell laterally with one arm.
Single Arm Row;Back;836;https://www.youtube.com/watch?v=GkEaYIzkZec&pp=ygUiU2luZ2xlIEFybSBSb3cgd2l0aCBMZWcgRXh0ZW5zaW9ucw%3D%3D;Row dumbbell with one arm, engage back.
Single Arm Row with Leg Extensions;Back, Legs;837;https://www.youtube.com/watch?v=f3s7oAavsAc&pp=ygURU2luZ2xlIEFybSBTbmF0Y2g%3D;Row dumbbell with one arm, extend leg back.
Single Arm Snatch;Full Body;838;https://www.youtube.com/watch?v=sARk1TGYlPU&pp=ygUYU2luZ2xlIEFybSBTdGFnZ2VyZWQgUm93;Lift weight from floor to overhead, engage core.
Single Arm Staggered Row;Back;839;https://www.youtube.com/watch?v=D9e8ZBlFPBw&pp=ygUkU2luZ2xlIEFybSBTdGVybmFsIENhYmxlIENoZXN0IFByZXNz;Row dumbbell with one arm, staggered stance.
Single Arm Sternal Cable Chest Press;Chest;840;https://www.youtube.com/watch?v=1iLkzDx57lk&pp=ygUaU2luZ2xlIEFybSBXZWlnaHRlZCBTaXQgVXA%3D;Press cable with one arm, engage chest.
Single Arm Weighted Sit Up;Core;841;https://www.youtube.com/watch?v=NcRJ-CpY8Qc&pp=ygUgU2luZ2xlIEtldHRsZWJlbGwgU2hvdWxkZXIgUHJlc3M%3D;Perform sit-up holding weight with one arm.
Single Kettlebell Shoulder Press;Shoulders;842;https://www.youtube.com/watch?v=rONpWaNIhE8&pp=ygUhU2luZ2xlIExlZyBCYW5kZWQgR2x1dGUgS2lja2JhY2tz;Press kettlebell overhead with one arm.
Single Leg Banded Glute Kickbacks;Glutes, Hamstrings;843;https://www.youtube.com/watch?v=y-v4seZ7eZ8&pp=ygUUU2luZ2xlIExlZyBCZW50IEtuZWU%3D;Kick back one leg using resistance band.
Single Leg Bent Knee;Stretch, Mobility;844;https://www.youtube.com/watch?v=I7ChaipZVM4&pp=ygURU2luZ2xlIExlZyBCb3VuZHM%3D;Bent knee leg lift while seated, engage core.
Single Leg Bounds;Cardio;845;https://www.youtube.com/watch?v=Ru_OVppzC08&pp=ygUXU2luZ2xlIExlZyBCcmlkZ2UgUHJlc3M%3D;Perform bounds on one leg, engage legs.
Single Leg Bridge Press;Glutes, Hamstrings;846;https://www.youtube.com/watch?v=5kXuVg9tQkE&pp=ygUWU2luZ2xlIExlZyBDaGVzdCBQcmVzcw%3D%3D;Lift hips off ground using one leg, engage glutes.
Single Leg Chest Press;Chest;847;https://www.youtube.com/watch?v=84hrdsHgDuQ&pp=ygUTU2luZ2xlIExlZyBEZWFkbGlmdA%3D%3D;Press weight while lying on back, using one leg.
Single Leg Deadlift;Hamstrings, Glutes;848;https://www.youtube.com/watch?v=NAhgBYD_uKU&pp=ygUaU2luZ2xlIExlZyBEZWFkbGlmdCBQdWxzZXM%3D;Hinge hips while lifting leg, engage hamstrings.
Single Leg Deadlift Pulses;Hamstrings, Glutes;849;https://www.youtube.com/watch?v=mY8n40rMqk8&pp=ygUeU2luZ2xlIExlZyBFbGV2YXRlZCBIaXAgVGhydXN0;Pulse leg back while performing single-leg deadlift.
Single Leg Elevated Hip Thrust;Glutes, Hamstrings;850;https://www.youtube.com/watch?v=vdmlNaXSjd4&pp=ygUXU2luZ2xlIExlZyBHbHV0ZSBCcmlkZ2U%3D;Hip thrust with one foot elevated, engage glutes.
Single Leg Glute Bridge;Glutes, Hamstrings;851;https://www.youtube.com/watch?v=Y1dQUd6OKHk&pp=ygUZU2luZ2xlIExlZyBIYW1zdHJpbmcgQ3VybA%3D%3D;Lift hips with one leg, engage glutes.
Single Leg Hamstring Curl;Hamstrings;852;https://www.youtube.com/watch?v=1Dbd7wStRJg&pp=ygUVU2luZ2xlIGxlZyBoaXAgdGhydXN0;Curl leg back while lying down, engage hamstrings.
Single leg hip thrust;Glutes, Hamstrings;853;https://www.youtube.com/watch?v=lzDgRRuBdqY&pp=ygUgU2luZ2xlIExlZyBIaXAgVGhydXN0IHdpdGggVGVtcG8%3D;Hip thrust on one leg, engage glutes.
Single Leg Hip Thrust with Tempo;Glutes, Hamstrings;854;https://www.youtube.com/watch?v=zo2pqw794B0&pp=ygUQU2luZ2xlIExlZyBMaWZ0cw%3D%3D;Hip thrust with controlled tempo, one leg.
Single Leg Lifts;Core, Hip Flexors;855;https://www.youtube.com/watch?v=ZYDTJaAM-gE&pp=ygUQU2luZ2xlIExlZyBQcmVzcw%3D%3D;Lift one leg while lying on back.
Single Leg Press;Legs;856;https://www.youtube.com/watch?v=4NUJeFJ14F4&pp=ygUcU2luZ2xlIExlZyBTZWF0ZWQgQ2FsZiBQcmVzcw%3D%3D;Press with one leg, engage leg muscles.
Single Leg Seated Calf Press;Calves;857;https://www.youtube.com/watch?v=gI7ULyY-Mvc&pp=ygUUICAgCSBTaW5nbGUgTGVnIFNraXA%3D;Press calf machine with one leg.
Single Leg Skip;Cardio;858;https://www.youtube.com/watch?v=R5ew7Gd5hkg&pp=ygUQU2luZ2xlIExlZyBTcXVhdA%3D%3D;Skip on one leg, engage legs.
Single Leg Squat;Legs;859;https://www.youtube.com/watch?v=IXzdtAeM1qk&pp=ygUUU2luZ2xlIExlZyBTdGFnZ2VyZWQ%3D;Squat with one leg, engage leg muscles.
Single Leg Staggered;Stretch, Mobility;860;https://www.youtube.com/watch?v=FLOAv_bGQXA&pp=ygUTU2luZ2xlIExlZyBTd2l0Y2hlcw%3D%3D;Perform exercise with one leg forward, engage legs.
Single Leg Switches;Cardio;861;https://www.youtube.com/watch?v=lENC55jZFK8&pp=ygUUU2luZ2xlIExlZyBUb2UgVG91Y2g%3D;Switch legs in jumping or dynamic movement.
Single Leg Toe Touch;Core, Obliques;862;https://www.youtube.com/watch?v=0EIDVDbzVNo&pp=ygUPU2luZ2xlIExlZyBWLVVw;Touch toes with one hand while balancing on one leg.
Single Leg V-Up;Core;863;https://www.youtube.com/watch?v=L4nTaesNm0E&pp=ygUeU2luZ2xlIExlZyBXZWlnaHRlZCBIaXAgVGhydXN0;Perform V-up motion with one leg, engage core.
Single Leg Weighted Hip Thrust;Glutes, Hamstrings;864;https://www.youtube.com/watch?v=OvPHAdtKtHk&pp=ygUTU2luZ2xlLUFybSBCYW5kIFJvdw%3D%3D;Hip thrust with weight on one leg, engage glutes.
Single-Arm Band Row;Back;865;https://www.youtube.com/watch?v=vGGOR4DPDt0&pp=ygUaU2luZ2xlLWFybSBDYWJsZSBDaGVzdCBGbHk%3D;Row with resistance band, one arm.
Single-arm Cable Chest Fly;Chest;866;https://www.youtube.com/watch?v=uVmRqrTcHyc&pp=ygUcU2luZ2xlLWFybSBDYWJsZSBDaGVzdCBQcmVzcw%3D%3D;Perform chest fly motion with cable, one arm.
Single-arm Cable Chest Press;Chest;867;https://www.youtube.com/watch?v=fr3YLE0pueA&pp=ygUjU2luZ2xlLWFybSBDYWJsZSBDb25jZW50cmF0aW9uIEN1cmw%3D;Press cable forward with one arm, engage chest.
Single-arm Cable Concentration Curl;Biceps;868;https://www.youtube.com/watch?v=6uEmkzHIIPg&pp=ygUVU2luZ2xlLWFybSBDYWJsZSBDdXJs;Curl cable with one arm using a concentration curl.
Single-arm Cable Curl;Biceps;869;https://www.youtube.com/watch?v=9LSa5Jed0hs&pp=ygUmU2luZ2xlLWFybSBDYWJsZSBDdXJsIChTdXBpbmF0ZWQgR3JpcCk%3D;Curl cable with one arm, engage biceps.
Single-arm Cable Curl (Supinated Grip);Biceps;870;https://www.youtube.com/watch?v=0QJaDVZAv8I&pp=ygUcU2luZ2xlLWFybSBDYWJsZSBIYW1tZXIgQ3VybA%3D%3D;Curl cable with supinated grip, one arm.
Single-arm Cable Hammer Curl;Biceps;871;https://www.youtube.com/watch?v=HBC5s98wXko&pp=ygUeU2luZ2xlLWFybSBDYWJsZSBMYXQgUHVsbC1Eb3du;Curl cable with hammer grip, one arm.
Single-arm Cable Lat Pull-Down;Back;872;https://www.youtube.com/watch?v=FGU9j1P5L-w&pp=ygUeU2luZ2xlLWFybSBDYWJsZSBMYXRlcmFsIFJhaXNl;Lat pull-down with cable, one arm.
Single-arm Cable Lateral Raise;Shoulders;873;https://www.youtube.com/watch?v=idM16Yv4t0Q&pp=ygUfU2luZ2xlLWFybSBDYWJsZSBPdmVyaGVhZCBQcmVzcw%3D%3D;Raise arm laterally with cable, one arm.
Single-arm Cable Overhead Press;Shoulders;874;https://www.youtube.com/watch?v=4Xf2zwFnY14&pp=ygUqU2luZ2xlLWFybSBDYWJsZSBPdmVyaGVhZCBUcmljZXAgRXh0ZW5zaW9u;Press cable overhead with one arm.
Single-arm Cable Overhead Tricep Extension;Triceps;875;https://www.youtube.com/watch?v=8rl4ioij6lc&pp=ygUhU2luZ2xlLWFybSBDYWJsZSBUcmljZXAgRXh0ZW5zaW9u;Extend arm overhead with cable, one arm.
Single-arm Cable Tricep Extension;Triceps;876;https://www.youtube.com/watch?v=yY1bRgmHpqc&pp=ygUcU2luZ2xlLWFybSBDYWJsZSBVcHJpZ2h0IFJvdw%3D%3D;Extend arm down with cable, engage triceps.
Single-arm Cable Upright Row;Shoulders, Upper Back;877;https://www.youtube.com/watch?v=d6Ba29xFBnw&pp=ygUfU2luZ2xlLUFybSBEdW1iYmVsbCBCZW5jaCBQcmVzcw%3D%3D;Perform upright row with cable, one arm.
Single-Arm Dumbbell Bench Press;Chest, Shoulders, Triceps;878;https://youtu.be/tMEGqKuOa-M;Press dumbbell while lying on bench, one arm.
Single-Arm Dumbbell Curl;Biceps;879;https://youtu.be/0S0pPgQXWNk;Curl dumbbell with one arm, engage biceps.
Single-Arm Dumbbell Floor Press;Chest, Shoulders, Triceps;880;https://youtu.be/XCErz4Rwwm0;Press dumbbell while lying on floor, one arm.
Single-Arm Dumbbell Push Press;Shoulders, Triceps;881;https://youtu.be/ZsmsBmOMtnw;Push press with dumbbell, one arm.
Single-Arm Dumbbell Reverse Lunge;Legs;882;https://youtu.be/VctKcIQGDCE;Lunge backward holding dumbbell, one arm.
Single-Arm Dumbbell Reverse Lunge From Deficit;Legs;883;https://youtu.be/24DrsyEhezE;Backward lunge from deficit with dumbbell, one arm.
Single-Arm Dumbbell Reverse Lunge to Romanian Deadlift;Legs;884;https://youtu.be/DgODc-R4Nv8;Combine reverse lunge with Romanian deadlift.
Single-Arm Dumbbell Reverse Lunge With Blocked Knee;Legs;885;https://youtu.be/oe0kbAVoyjw;Reverse lunge while blocking knee with dumbbell, one arm.
Single-Arm Dumbbell Romanian Deadlift;Hamstrings, Glutes;886;https://youtu.be/dFzUjzfih7k;Hinge hips with dumbbell, one arm.
Single-Arm Dumbbell Row;Back;887;https://youtu.be/VH55xy3kVAQ;Row dumbbell, one arm, engage back.
Single-Arm Dumbbell Slideboard Reverse Lunge;Legs;888;https://youtu.be/MEG6blZtUpc;Lunge backward on slideboard, holding dumbbell, one arm.
Single-Arm Dumbbell Split Squat;Legs;889;https://youtu.be/E76FjHHJGDI;Split squat holding dumbbell, one arm.
Single-Arm Dumbbell Step-Up;Legs;890;https://youtu.be/GcMYpwXGrj8;Step up while holding dumbbell, one arm.
Single-Arm Face Pull;Shoulders, Upper Back;891;https://youtu.be/TEc27KAq8jI;Pull cable to face level, one arm.
Single-Arm Half-Kneeling Band Press;Chest, Shoulders, Triceps;892;https://youtu.be/DXGkXHibwXY;Press resistance band forward, one arm.
Single-Arm Half-Kneeling Band Pull-Down;Back;893;https://youtu.be/2Z0m_i1-nN0;Pull down resistance band, one arm.
Single-Arm Half-Kneeling Band Row;Back;894;https://youtu.be/5k2Bz_XR37U;Row resistance band, one arm.
Single-Arm Half-Kneeling Cable Press;Chest, Shoulders, Triceps;895;https://youtu.be/redrpTwkplw;Press cable forward, one arm.
Single-Arm Half-Kneeling Cable Row;Back;896;https://youtu.be/Bf1pMAIhQ4k;Row cable, one arm.
Single-Arm Hands-Elevated Pushup;Chest, Shoulders, Triceps;897;https://youtu.be/qKdTGpvA8GM;Perform pushup with one hand elevated.
Single-Arm Landmine Row;Back;898;https://youtu.be/vVW9LwaahNw;Row landmine attachment, one arm.
